GeneID	Gene_name	Start	End	Strand	Expression	Gene_description	OperonID
Y75_p3266	yiiR	3525048	3525488	-	6,108843537	inner membrane protein	1763805
Y75_p3267	yiiQ	3525589	3526188	+	12,30333333	hypothetical protein	1763806
Y75_p3268	tpiA	3526296	3527063	+	43,99348958	triosephosphate isomerase	1763807
Y75_p3269	cdh	3527118	3527873	-	14,56216931	CDP-diacylglycerol phosphotidylhydrolase	1763808
Y75_p3270	sbp	3527980	3528969	-	27,5010101	sulfate transporter subunit	1763809
Y75_p3271	pfkA	3529289	3530251	-	39,33125649	6-phosphofructokinase I	1763810
Y75_p3272	fieF	3530432	3531334	-	35,20155039	zinc transporter	1763811
Y75_p3273	cpxP	3531483	3531983	-	291,1057884	hypothetical protein	1763812
Y75_p3276	yiiM	3534307	3534981	-	28,46666667	hypothetical protein	1763813
Y75_p3277	kdgT	3535130	3536113	-	3,653455285	2-keto-3-deoxy-D-gluconate transporter	1763814
Y75_p3278	sodA	3536373	3536993	-	124,2254428	superoxide dismutase, Mn	1763815
Y75_p3279	rhaT	3537278	3538312	+	2,740096618	L-rhamnose:proton symporter	1763816
Y75_p3290	yiiG	3549746	3550801	-	3,106060606	hypothetical protein	1763817
Y75_p3291	fdhD	3550954	3551787	-	12,5059952	formate dehydrogenase formation protein	1763818
Y75_p3296	yiiF	3557834	3558052	-	9,424657534	hypothetical protein	1763819
Y75_p3297	yiiE	3558294	3558512	-	1,718309859	transcriptional regulator	1763820
Y75_p3302	yihW	3562349	3563134	-	6,734096692	DNA-binding transcriptional regulator	1763821
Y75_p3303	yihV	3563168	3564064	-	1,082497213	sugar kinase	1763822
Y75_p3307	yihR	3567402	3568328	+	0,682847896	aldose-1-epimerase	1763823
Y75_p3312	yihN	3574291	3575556	-	1,62164297	transporter	1763824
Y75_p3315	bipA	3577573	3579396	-	74,84813596	GTP-binding protein	1763825
Y75_p3316	glnA	3579769	3581178	+	38,71914894	glutamine synthetase	1763826
Y75_p3319	hemN	3584385	3585758	-	23,79912664	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	1763827
Y75_p3320	yihI	3585947	3586456	-	9,678431373	hypothetical protein	1763828
Y75_p3321	yihA	3587074	3587670	+	48,507109	GTP-binding protein	1763829
Y75_p3322	polA	3588051	3590837	-	20,37890205	fused DNA polymerase I 5'->3' exonuclease, 3'->5' polymerase and 3'->5' exonuclease	1763830
Y75_p3323	yihG	3591201	3592133	+	9,843515541	endonuclease	1763831
Y75_p3324	yihF	3592174	3593604	-	4,265548567	hypothetical protein	1763832
Y75_p3338	rfaH	3612982	3613470	+	41,67893661	DNA-binding transcriptional antiterminator	1763833
Y75_p3346	rmuC	3619043	3620470	-	19,96708683	recombination limiting protein	1763834
Y75_p3347	udp	3620611	3621372	-	49,26246719	uridine phosphorylase	1763835
Y75_p3348	ysgA	3621634	3622449	+	5,662990196	hydrolase	1763836
Y75_p3349	metE	3622489	3624750	-	4,562776304	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	1763837
Y75_p3350	metR	3624987	3625940	+	6,986373166	DNA-binding transcriptional activator	1763838
Y75_p3354	rhtB	3628744	3629364	+	19,06280193	neutral amino-acid efflux system	1763839
Y75_p3357	pldA	3632072	3632941	-	23,2954023	outer membrane phospholipase A	1763840
Y75_p3360	yigG	3634610	3634990	+	3,181102362	inner membrane protein	1763841
Y75_p3361	yigF	3635004	3635384	+	10,85826772	inner membrane protein	1763842
Y75_p3362	corA	3635427	3636377	-	47,95268139	magnesium/nickel/cobalt transporter	1763843
Y75_p3363	yigE	3636747	3637511	+	23,11372549	hypothetical protein	1763844
Y75_p3364	uvrD	3637658	3639820	-	45,92048081	DNA-dependent ATPase I and helicase II	1763845
Y75_p3371	cyaY	3643744	3644064	+	51,52959502	frataxin, iron-binding and oxidizing protein	1763847
Y75_p3372	cyaA	3644104	3646650	-	95,09893993	adenylate cyclase	1763848
Y75_p3377	aslA	3651796	3653451	+	2,801932367	acrylsulfatase-like enzyme	1763849
Y75_p3378	aslB	3653610	3654845	-	8,693365696	regulator of arylsulfatase activity	1763850
Y75_p3379	yifK	3655531	3656916	-	24,35858586	transporter	1763851
Y75_p3392	rho	3670127	3671386	-	149,3968254	transcription termination factor	1763852
Y75_p3394	trxA	3671713	3672042	-	258,6969697	thioredoxin 1	1763854
Y75_p3395	rhlB	3672173	3673438	+	90,79936809	ATP-dependent RNA helicase	1763855
Y75_p3396	gpp	3673574	3675058	+	71,44444444	guanosine pentaphosphatase/exopolyphosphatase	1763856
Y75_p3397	rep	3675105	3677126	-	22,10286845	DNA helicase and single-stranded DNA-dependent ATPase	1763857
Y75_p3399	yifO	3677516	3677791	+	11,72160356	hypothetical protein	1763858
Y75_p3400	ppiC	3677990	3678271	+	40,83333333	peptidyl-prolyl cis-trans isomerase C	1763859
Y75_p3401	ilvC	3678358	3679833	-	9,967479675	ketol-acid reductoisomerase	1763860
Y75_p3402	ilvY	3679983	3680876	+	19,38926175	DNA-binding transcriptional dual regulator	1763861
Y75_p3408	ilvL	3687383	3687481	-	985,040404	ilv operon leader peptide	1763862
Y75_p3409	yifB	3687804	3689354	+	21,56213018	bifunctional protein, enzyme/transcriptional regulator	1763863
Y75_p3410	yifE	3689379	3689717	-	84,65486726	hypothetical protein	1763864
Y75_p3411	hdfR	3689836	3690675	+	16,73690476	DNA-binding transcriptional regulator	1763865
Y75_p3420	trkD	3704619	3706487	-	14,4023542	potassium transporter	1763866
Y75_p3423	asnA	3709656	3710648	-	16,3917422	asparagine synthetase A	1763867
Y75_p3424	asnC	3710800	3711258	+	119,3246187	DNA-binding transcriptional dual regulator	1763868
Y75_p3425	mioC	3711348	3711791	+	180,4009009	FMN-binding protein MioC	1763869
Y75_p3438	glmU	3722603	3723973	+	171,7972283	fused N-acetyl glucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyl transferase	1763870
Y75_p3439	glmS	3724135	3725964	+	162,4486339	L-glutamine:D-fructose-6-phosphate aminotransferase	1763871
Y75_p3445	bglG	3731236	3732072	+	1,839904421	transcriptional antiterminator of the bgl operon	1763872
Y75_p3454	yieG	3741194	3742531	+	22,04035874	inner membrane protein	1763873
Y75_p3463	tnaA	3750193	3751608	-	1,378531073	tryptophanase/L-cysteine desulfhydrase, PLP-dependent	1763875
Y75_p3465	tnaC	3753028	3753102	-	4,52	tryptophanase leader peptide	1763877
Y75_p3466	trmE	3753345	3754709	-	22,50915751	GTPase	1763878
Y75_p3475	yidB	3764072	3764470	+	12,54385965	hypothetical protein	1763879
Y75_p3476	yidA	3764585	3765397	+	21,35793358	hydrolase	1763880
Y75_p3477	yidX	3765443	3766099	-	29,10958904	lipoproteinC	1763881
Y75_p3482	dgoT	3769807	3771099	+	1,951276102	D-galactonate transporter	1763882
Y75_p3483	cbrA	3771096	3772160	-	2,362441315	oxidoreductase	1763883
Y75_p3484	yidR	3772261	3773475	+	42,81891026	hypothetical protein	1763884
Y75_p3485	yidQ	3773477	3773809	-	52,9009009	outer membrane protein	1763885
Y75_p3488	yidE	3775264	3776925	+	9,615523466	transporter	1763886
Y75_p3489	yidP	3776922	3777638	-	4,107391911	DNA-binding transcriptional regulator	1763887
Y75_p3494	yidL	3780361	3781284	-	3,111856823	DNA-binding transcriptional regulator	1763888
Y75_p3497	yidI	3784673	3785122	-	9,182222222	inner membrane protein	1763889
Y75_p3501	emrD	3786431	3787615	-	17,24810127	multidrug efflux system protein	1763890
Y75_p3508	uhpT	3794370	3795761	+	2,859913793	hexose phosphate transporter	1763891
Y75_p3509	ade	3795807	3797573	-	7,565930956	cryptic adenine deaminase	1763892
Y75_p3513	yicS	3801029	3801322	-	15,95578231	hypothetical protein	1763893
Y75_p3514	nlpA	3801544	3802362	+	14,70940171	cytoplasmic membrane lipoprotein-28	1763894
Y75_p3515	yicL	3802366	3803289	-	18,64935065	inner membrane protein	1763895
Y75_p3516	setC	3803400	3804584	-	2,50464135	sugar efflux system	1763896
Y75_p3519	yicH	3809371	3811080	-	16,68479532	hypothetical protein	1763897
Y75_p3520	yicE	3811201	3812592	-	9,910201149	transporter	1763898
Y75_p3521	gltS	3812872	3814077	+	12,21227197	glutamate transporter	1763899
Y75_p3527	ligB	3820367	3822049	+	10,43374926	DNA ligase, NAD(+)-dependent	1763900
Y75_p3528	yicG	3822046	3822663	-	14,53721683	inner membrane protein	1763901
Y75_p3529	dinD	3822953	3823777	-	10,1830303	DNA-damage-inducible protein	1763902
Y75_p3530	yicC	3823998	3824861	-	32,87962963	hypothetical protein	1763903
Y75_p3532	pyrE	3825769	3826410	+	18,51246106	orotate phosphoribosyltransferase	1763904
Y75_p3533	ttk	3826447	3827043	-	48,66499162	division inhibitor	1763905
Y75_p3536	yicR	3828978	3829646	+	14,6651719	DNA repair protein	1763906
Y75_p3539	mutM	3830385	3831194	+	21,07654321	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase	1763907
Y75_p3556	htrL	3847854	3848711	+	53,92307692	hypothetical protein	1763908
Y75_p3559	yibD	3851456	3852490	+	13,60096618	glycosyl transferase	1763909
Y75_p3563	yibN	3856522	3856953	+	34,1087963	rhodanese-related sulfurtransferase	1763910
Y75_p3568	yibK	3859849	3860322	-	115,9409283	rRNA methylase	1763911
Y75_p3572	yibL	3864510	3864872	-	47,20110193	hypothetical protein	1763912
Y75_p3573	yibT	3865157	3865366	+	33,30952381	hypothetical protein	1763913
Y75_p3576	mtlA	3867343	3869256	-	10,64942529	fused mannitol-specific PTS enzyme IIABC components	1763914
Y75_p3579	yibG	3872899	3873360	-	1,958874459	hypothetical protein	1763915
Y75_p3583	yibF	3879582	3880190	+	15,42036125	glutathione S-transferase	1763916
Y75_p3586	yiaY	3883710	3884861	+	0,885416667	Fe-containing alcohol dehydrogenase	1763917
Y75_p3587	aldB	3885026	3886564	+	1,044834308	aldehyde dehydrogenase B	1763918
Y75_p3590	yiaU	3888571	3889545	-	8,771282051	DNA-binding transcriptional regulator	1763919
Y75_p3591	yiaT	3889669	3890409	+	5,743589744	hypothetical protein	1763920
Y75_p3603	avtA	3900579	3901832	-	72,33253589	valine-pyruvate aminotransferase	1763921
Y75_p3604	malS	3902010	3904040	-	3,954209749	alpha-amylase	1763922
Y75_p3605	bax	3904360	3905184	+	206,3212121	hypothetical protein	1763923
Y75_p3606	xylR	3905380	3906558	-	15,01017812	DNA-binding transcriptional activator	1763924
Y75_p3610	xylA	3910772	3912094	+	1,608465608	D-xylose isomerase	1763925
Y75_p3611	xylB	3912166	3913620	+	2,542955326	xylulokinase	1763926
Y75_p3612	yiaB	3913789	3914130	+	0,994152047	inner membrane protein	1763927
Y75_p3613	yiaA	3914176	3914613	+	3,442922374	inner membrane protein	1763928
Y75_p3614	yiaH	3914655	3915650	-	4,555220884	inner membrane protein	1763929
Y75_p3615	ysaB	3915825	3916124	+	4,546666667	hypothetical protein	1763930
Y75_p3620	hokA	3920937	3921089	+	42,45751634	toxic polypeptide	1763931
Y75_p3621	cspA	3921276	3921488	-	3747,2723	major cold shock protein	1763932
Y75_p3622	yiaG	3921769	3922059	-	4,436426117	transcriptional regulator	1763933
Y75_p3623	yiaF	3922493	3923203	+	59,19409283	hypothetical protein	1763934
Y75_p3626	bisC	3925197	3927476	+	10,85132819	biotin sulfoxide reductase	1763935
Y75_p3629	yhjY	3928603	3929301	+	7,071530758	hypothetical protein	1763936
Y75_p3630	yhjX	3929530	3930738	+	23,3879239	transporter	1763937
Y75_p3631	eptB	3931062	3932753	+	31,78073286	metal dependent hydrolase	1763938
Y75_p3632	dppA	3933832	3935439	+	815,2686567	dipeptide transporter	1763939
Y75_p3637	yhjV	3939703	3940974	-	53,30424528	transporter	1763940
Y75_p3638	ldrD	3941450	3941557	+	24,33333333	toxic polypeptide	1763941
Y75_p3642	yhjR	3945352	3945540	+	28,86243386	hypothetical protein	1763942
Y75_p3648	yhjK	3955958	3957907	+	15,91452991	diguanylate cyclase	1763943
Y75_p3649	dctA	3958090	3959376	+	25,64180264	C4-dicarboxylic acid, orotate and citrate transporter	1763944
Y75_p3650	yhjJ	3959597	3961093	+	47,50501002	zinc-dependent peptidase	1763945
Y75_p3651	kdgK	3961189	3962118	-	23,59892473	ketodeoxygluconokinase	1763946
Y75_p3654	yhjE	3965429	3966751	-	4,051398337	transporter	1763947
Y75_p3657	yhjB	3969643	3970245	+	11,31674959	DNA-binding response regulator in two-component regulatory system	1763948
Y75_p3658	treF	3970296	3971945	-	6,550909091	cytoplasmic trehalase	1763949
Y75_p3659	yhjA	3972349	3973746	+	4,316165951	cytochrome C peroxidase	1763950
Y75_p3660	gadA	3973957	3975357	+	3,621698787	glutamate decarboxylase A, PLP-dependent	1763951
Y75_p3661	gadX	3975727	3976551	+	28,55878788	DNA-binding transcriptional dual regulator	1763952
Y75_p3662	gadW	3976919	3977647	+	23,29492455	DNA-binding transcriptional activator	1763953
Y75_p3665	gadE	3982644	3983171	-	6,301136364	DNA-binding transcriptional activator	1763954
Y75_p3666	hdeD	3983970	3984542	-	9,073298429	acid-resistance membrane protein	1763955
Y75_p3667	hdeA	3984797	3985129	+	22,8018018	stress response protein acid-resistance protein	1763956
Y75_p3668	hdeB	3985245	3985571	+	18,75229358	acid-resistance protein	1763957
Y75_p3669	yhiD	3985635	3986282	+	7,561728395	Mg(2+) transport ATPase inner membrane protein	1763958
Y75_p3670	yhiF	3986324	3986854	-	7,033898305	DNA-binding ranscriptional regulator	1763959
Y75_p3671	slp	3987010	3987576	-	8,234567901	outer membrane lipoprotein	1763960
Y75_p3673	yhiS	3989464	3990246	-	15,52992158	hypothetical protein	1763962
Y75_p3681	yhiP	3999206	4000675	-	11,38027211	transporter	1763963
Y75_p3682	uspA	4000992	4001426	-	114,1149425	universal stress global response regulator	1763964
Y75_p3683	yhiO	4001817	4002152	+	15,17261905	universal stress (ethanol tolerance) protein B	1763965
Y75_p3684	pitA	4002396	4003895	-	75,22533333	phosphate transporter, low-affinity	1763966
Y75_p3685	yhiN	4004127	4005329	+	15,55860349	oxidoreductase	1763967
Y75_p3686	yhiM	4005644	4006696	-	3,973409307	inner membrane protein	1763968
Y75_p3687	yhiL	4007079	4008317	+	1,935283136	hypothetical protein	1763969
Y75_p3689	yhiJ	4008947	4010569	+	2,426370918	hypothetical protein	1763970
Y75_p3693	yhhI	4016023	4017159	-	5,851363237	transposase	1763971
Y75_p3705	yhhS	4029804	4031021	+	44,40968801	transporter	1763972
Y75_p3708	yhhP	4032541	4032786	+	32,00406504	hypothetical protein	1763973
Y75_p3711	yhhM	4035927	4036286	+	39,38611111	hypothetical protein	1763974
Y75_p3717	rpoH	4040754	4041608	+	257,2760234	RNA polymerase, sigma 32 (sigma H) factor	1763975
Y75_p3718	livJ	4041879	4042982	+	15,21286232	leucine/isoleucine/valine transporter subunit	1763976
Y75_p3719	yhhK	4043170	4043553	-	19,8515625	hypothetical protein	1763977
Y75_p3730	yhhA	4054154	4054594	-	33,84807256	hypothetical protein	1763978
Y75_p3731	ggt	4054714	4056456	+	2,982214573	gamma-glutamyltranspeptidase	1763979
Y75_p3732	yrhB	4056494	4056778	-	4,203508772	hypothetical protein	1763980
Y75_p3737	yhhY	4059911	4060399	-	6,09406953	acetyltransferase	1763981
Y75_p3738	yhhX	4060732	4061769	+	15,35741811	oxidoreductase with NAD(P)-binding Rossmann-fold domain	1763982
Y75_p3739	yhhW	4061892	4062587	+	18,12643678	hypothetical protein	1763983
Y75_p3740	gntR	4062811	4063806	+	44,96787149	DNA-binding transcriptional repressor	1763984
Y75_p3743	yhgN	4065873	4066466	-	11,96296296	antibiotic transporter	1763985
Y75_p3744	asd	4066659	4067762	+	46,77083333	aspartate-semialdehyde dehydrogenase	1763986
Y75_p3750	yzgL	4077532	4077813	+	211,826484	hypothetical protein	1763987
Y75_p3751	glpD	4078019	4079524	-	341,8486056	sn-glycerol-3-phosphate dehydrogenase, aerobic	1763988
Y75_p3755	rtcR	4081672	4083270	-	23,93621013	sigma 54-dependent transcriptional regulator of rtcBA expression	1763989
Y75_p3758	malT	4085748	4088453	-	44,98595713	DNA-binding transcriptional activator	1763990
Y75_p3761	gntT	4093663	4094979	-	7,54745634	gluconate transporter, high-affinity GNT I system	1763991
Y75_p3764	bioH	4096694	4097464	+	16,26977951	carboxylesterase of pimeloyl-CoA synthesis	1763992
Y75_p3765	yhgA	4097493	4098371	-	10,24345848	transposase	1763993
Y75_p3769	yhgF	4101832	4104153	-	10,65891473	transcriptional accessory protein	1763994
Y75_p3770	greB	4104250	4104726	-	14,30398323	transcription elongation factor	1763995
Y75_p3773	pck	4107098	4108720	-	25,66605052	phosphoenolpyruvate carboxykinase	1763996
Y75_p3774	yhgE	4109099	4110823	+	8,896811594	inner membrane protein	1763997
Y75_p3779	nudE	4115389	4115949	+	129,311943	ADP-ribose diphosphatase	1763998
Y75_p3780	mrcA	4116115	4118667	-	27,21660791	fused penicillin-binding protein 1a murein transglycosylase and murein transpeptidase	1763999
Y75_p3801	frlR	4136755	4137486	-	13,0204918	DNA-binding transcriptional regulator	1764000
Y75_p3806	yhfL	4141923	4142090	-	2,416666667	secreted peptide	1764001
Y75_p3811	tsgA	4147789	4148970	-	29,16666667	transporter	1764002
Y75_p3812	ppiA	4149241	4149813	+	21,52705061	peptidyl-prolyl cis-trans isomerase A	1764003
Y75_p3819	yhfA	4155720	4156124	+	43,03209877	hypothetical protein	1764004
Y75_p3827	slyD	4163041	4163631	+	138,0439932	FKBP-type peptidyl prolyl cis-trans isomerase	1764005
Y75_p3828	slyX	4163680	4163898	-	25,98630137	hypothetical protein	1764006
Y75_p3829	fkpA	4164119	4164931	+	58,61746617	FKBP-type peptidyl-prolyl cis-trans isomerase	1764007
Y75_p3838	chiA	4171685	4174378	+	4,983296214	periplasmic endochitinase	1764008
Y75_p3839	bfd	4174547	4174741	+	32,28717949	bacterioferritin-associated ferredoxin	1764009
Y75_p3840	bfr	4174813	4175289	+	28,68763103	bacterioferritin, iron storage and detoxification protein	1764010
Y75_p3885	yhdL	4202889	4203107	+	110,3013699	hypothetical protein	1764011
Y75_p3886	mscL	4203104	4203514	-	36,00973236	mechanosensitive channel	1764012
Y75_p3897	yrdA	4211748	4212302	-	69,55315315	hypothetical protein	1764013
Y75_p3898	yjaA	4217946	4218329	+	21,75	hypothetical protein	1764014
Y75_p3899	yjaB	4218392	4218835	-	8,286036036	acetyltransferase	1764015
Y75_p3900	metA	4218992	4219921	+	3,467741935	homoserine transsuccinylase	1764016
Y75_p3903	aceK	4223308	4225044	+	5,579735176	isocitrate dehydrogenase kinase/phosphatase	1764017
Y75_p3904	arpA	4225013	4227199	-	1,978509374	regulator of acetyl CoA synthetase	1764018
Y75_p3905	iclR	4227516	4228340	-	40,01454545	DNA-binding transcriptional repressor	1764019
Y75_p3906	metH	4228540	4232223	+	13,32111835	homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent	1764020
Y75_p3907	yjbB	4232443	4234074	+	5,879901961	transporter	1764021
Y75_p3908	pepE	4234165	4234854	-	5,442028986	(alpha)-aspartyl dipeptidase	1764022
Y75_p3909	yjbC	4235066	4235938	+	19,02978236	23S rRNA pseudouridine synthase	1764023
Y75_p3910	yjbD	4236071	4236343	-	58,34798535	hypothetical protein	1764024
Y75_p3911	lysC	4236596	4237945	-	9,551111111	aspartokinase III	1764025
Y75_p3912	pgi	4238470	4240119	+	24,49030303	glucosephosphate isomerase	1764026
Y75_p3917	yjbA	4245037	4245447	+	11,14111922	phosphate starvation inducible protein	1764027
Y75_p3918	xylE	4245491	4246966	-	2,984417344	D-xylose transporter	1764028
Y75_p3921	malE	4249941	4251131	-	3,141897565	maltose transporter subunit	1764029
Y75_p3924	malM	4254266	4255186	+	5,815418024	maltose regulon periplasmic protein	1764030
Y75_p3925	yjbI	4255667	4256995	+	1,748893106	hypothetical protein	1764031
Y75_p3928	plsB	4258755	4261178	-	32,43358086	glycerol-3-phosphate O-acyltransferase	1764032
Y75_p3929	dgkA	4261349	4261717	+	13,44715447	diacylglycerol kinase	1764033
Y75_p3932	yjbJ	4263949	4264158	+	59,24761905	stress response protein	1764034
Y75_p3933	zur	4264200	4264715	-	73,89534884	DNA-binding transcriptional activator	1764035
Y75_p3936	yjbN	4266381	4267418	+	24,75730111	tRNA-dihydrouridine synthase A	1764036
Y75_p3937	yjbO	4267552	4267794	+	7,987654321	phage shock protein G	1764037
Y75_p3938	qor	4267960	4268943	-	9,703252033	quinone oxidoreductase, NADPH-dependent	1764038
Y75_p3941	tyrB	4271826	4273019	+	19,81072027	tyrosine aminotransferase, tyrosine-repressible, PLP-dependent	1764039
Y75_p3942	aphA	4274126	4274839	+	11,14565826	acid phosphatase/phosphotransferase, class B, non-specific	1764040
Y75_p3945	uvrA	4275761	4278583	-	13,40807651	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	1764041
Y75_p3946	ssb	4278837	4279373	+	98,54934823	Single-stranded DNA-binding protein	1764042
Y75_p3947	yjcB	4279472	4279753	-	46,17375887	inner membrane protein	1764043
